avg_arithmetic_operators_perline,avg_assignments_perline,avg_blank_lines,avg_branches_perline,avg_commas_perline,avg_comments_perline,avg_comparison_operators_perline,avg_identifier_length,avg_identifiers_perline,avg_indentation,avg_keywords_perline,avg_line_length,avg_loops_perline,avg_numbers_perline,avg_parenthesis_perline,avg_periods_perline,avg_spaces_perline,max_char_ocurrences,max_identifier_length,max_identifier_occurences,max_identifiers_perline,max_indentation,max_keywords_perline,max_line_length,max_numbers_perline,class
0.7272727272727271,0.18181818181818105,0.09090909090909,0.0,0.09090909090909,0.09090909090909,0.0,7.121951219512195,3.727272727272727,5.181818181818182,0.0,32.72727272727273,0.0,0.0,1.636363636363636,0.6363636363636359,3.8181818181818183,16.0,20.0,3.0,13.0,8.0,0.0,80.0,0.0,0
0.16666666666666602,0.33333333333333304,0.0,0.16666666666666602,0.0,0.0,0.16666666666666602,5.454545454545454,1.833333333333333,7.0,0.6666666666666661,17.166666666666668,0.0,0.16666666666666602,1.666666666666666,0.0,1.333333333333333,6.0,16.0,3.0,3.0,8.0,1.0,37.0,1.0,0
0.0,0.16666666666666602,0.0,0.33333333333333304,0.16666666666666602,0.0,0.33333333333333304,8.2,2.5,5.0,0.5,31.33333333333333,0.0,0.0,2.0,0.33333333333333304,2.833333333333333,8.0,19.0,1.0,4.0,8.0,1.0,54.0,0.0,0
0.0,0.5,0.0,0.0,0.5,0.0,0.5,9.181818181818182,2.75,11.0,0.25,33.25,0.0,0.0,1.0,0.0,2.25,9.0,28.0,1.0,6.0,12.0,1.0,75.0,0.0,1
0.0,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,5.454545454545454,2.2,8.8,0.4,16.0,0.0,0.0,0.4,0.6000000000000001,2.0,4.0,16.0,2.0,3.0,12.0,1.0,32.0,0.0,1
0.0,0.75,0.25,0.0,0.5,0.0,0.0,9.055555555555557,4.5,6.0,0.5,53.25,0.0,0.0,2.5,0.75,4.0,8.0,14.0,2.0,7.0,8.0,1.0,83.0,0.0,1
0.18181818181818105,0.0,0.0,0.18181818181818105,0.0,0.09090909090909,0.09090909090909,6.575757575757576,3.0,7.2727272727272725,0.7272727272727271,26.0,0.0,0.0,0.9090909090909092,0.27272727272727204,3.545454545454545,11.0,20.0,2.0,11.0,12.0,2.0,61.0,0.0,1
0.6000000000000001,0.30000000000000004,0.0,0.0,0.1,0.1,0.0,8.9,2.0,5.1,0.4,24.0,0.0,0.0,0.8,0.30000000000000004,2.2,9.0,22.0,1.0,5.0,6.0,2.0,84.0,0.0,1
0.6000000000000001,0.2,0.0,0.0,0.2,0.1,0.0,6.529411764705883,3.4,5.7,0.1,26.2,0.0,0.0,0.4,0.1,3.4,8.0,17.0,3.0,7.0,8.0,1.0,67.0,0.0,1
0.0,0.1,0.30000000000000004,0.1,0.0,0.0,0.0,10.142857142857142,0.7000000000000001,6.0,0.4,11.2,0.0,0.0,0.6000000000000001,0.2,0.8,7.0,15.0,1.0,4.0,12.0,1.0,55.0,0.0,1
0.0,0.125,0.125,0.25,0.0,0.0,0.0,9.0,1.0,11.5,0.375,14.625,0.0,0.0,1.5,0.0,1.25,4.0,15.0,1.0,3.0,16.0,1.0,42.0,0.0,1
0.28571428571428503,0.14285714285714202,0.14285714285714202,0.14285714285714202,0.0,0.0,0.14285714285714202,6.5,1.714285714285714,6.285714285714287,0.4285714285714281,18.857142857142858,0.0,0.28571428571428503,1.1428571428571421,0.28571428571428503,2.285714285714285,6.0,11.0,2.0,4.0,12.0,1.0,47.0,1.0,1
0.0,0.2,0.4,0.0,1.0,0.0,0.0,6.875,3.2,2.4,0.2,34.0,0.0,0.8,2.8,1.2,1.4,13.0,20.0,1.0,8.0,4.0,1.0,96.0,2.0,0
0.16666666666666602,0.33333333333333304,0.0,0.16666666666666602,0.0,0.16666666666666602,0.0,7.928571428571429,2.333333333333333,12.0,0.6666666666666661,33.666666666666664,0.0,0.0,2.666666666666666,0.833333333333333,2.833333333333333,8.0,12.0,1.0,4.0,16.0,2.0,58.0,0.0,0
0.0,0.0,0.14285714285714202,0.0,1.0,0.5714285714285711,0.0,5.5,1.714285714285714,10.285714285714286,0.0,41.285714285714285,0.0,0.0,0.8571428571428571,0.4285714285714281,2.285714285714285,64.0,9.0,1.0,4.0,12.0,0.0,66.0,0.0,1
0.0,0.25,0.25,0.25,0.25,0.0,0.125,13.125,2.0,10.0,0.25,30.875,0.0,0.0,1.75,0.5,1.625,9.0,27.0,1.0,5.0,20.0,1.0,98.0,0.0,0
0.25,0.125,0.0,0.0,0.125,0.125,0.0,5.222222222222221,3.375,6.5,0.375,23.5,0.0,0.25,1.25,0.375,3.375,7.0,12.0,4.0,13.0,8.0,2.0,50.0,1.0,1
0.0,0.6000000000000001,0.4,0.0,0.2,0.0,0.0,7.470588235294117,3.4,3.6,0.0,30.0,0.0,0.0,2.4,0.8,2.2,13.0,13.0,2.0,7.0,6.0,0.0,72.0,0.0,1
0.0,0.5,0.0,0.0,0.75,0.0,0.0,10.647058823529411,4.25,14.0,0.5,53.0,0.0,0.0,2.5,1.0,2.25,11.0,24.0,2.0,5.0,20.0,1.0,62.0,0.0,0
0.0,0.28571428571428503,0.4285714285714281,0.0,0.0,0.0,0.0,9.916666666666666,1.714285714285714,4.0,0.28571428571428503,23.142857142857146,0.0,0.0,1.4285714285714284,0.28571428571428503,1.714285714285714,5.0,24.0,1.0,5.0,8.0,1.0,58.0,0.0,1
0.0,0.25,0.25,0.0,0.0,0.0,0.0,11.666666666666664,1.5,6.0,0.25,23.0,0.0,0.0,1.0,0.25,1.0,9.0,18.0,1.0,3.0,8.0,1.0,53.0,0.0,1
0.0,0.33333333333333304,0.16666666666666602,0.33333333333333304,0.0,0.16666666666666602,0.0,6.8181818181818175,1.833333333333333,11.333333333333336,0.6666666666666661,19.5,0.0,0.0,1.666666666666666,0.5,2.333333333333333,5.0,10.0,1.0,3.0,16.0,2.0,36.0,0.0,1
0.2,0.4,0.2,0.2,0.0,0.0,0.2,7.1,2.0,4.0,0.2,19.0,0.0,0.2,1.6,0.4,1.0,4.0,13.0,1.0,4.0,6.0,1.0,38.0,1.0,1
0.0,0.33333333333333304,0.0,0.0,0.0,0.0,0.33333333333333304,9.421052631578947,3.166666666666666,8.0,0.16666666666666602,35.333333333333336,0.16666666666666602,0.0,2.0,0.33333333333333304,1.833333333333333,9.0,22.0,2.0,5.0,16.0,1.0,62.0,0.0,0
0.0,0.6000000000000001,0.2,0.0,0.0,0.0,0.0,7.357142857142858,2.8,12.0,0.2,26.2,0.2,0.0,2.4,0.8,6.6,5.0,14.0,1.0,4.0,16.0,1.0,35.0,0.0,1
0.0,0.8,0.2,0.0,0.0,0.0,0.2,5.75,4.0,7.2,0.6000000000000001,31.8,0.2,0.2,0.8,0.8,4.0,7.0,12.0,3.0,5.0,12.0,1.0,48.0,1.0,1
0.0,0.33333333333333304,0.5,0.0,0.833333333333333,0.0,0.0,9.444444444444443,3.0,3.0,0.0,35.0,0.0,0.33333333333333304,2.0,1.0,2.0,12.0,23.0,2.0,9.0,6.0,0.0,106.0,1.0,0
0.38461538461538397,0.07692307692307601,0.15384615384615302,0.15384615384615302,0.0,0.07692307692307601,0.07692307692307601,7.1,1.538461538461538,2.9230769230769234,0.30769230769230704,15.615384615384615,0.0,0.07692307692307601,0.923076923076923,0.23076923076923,1.538461538461538,6.0,13.0,2.0,5.0,6.0,1.0,41.0,1.0,1
0.0,0.2,0.0,0.0,0.0,0.0,0.0,8.357142857142858,2.8,6.4,0.4,29.6,0.0,0.0,2.0,0.4,1.4,8.0,22.0,2.0,4.0,8.0,1.0,53.0,0.0,1
0.0,0.2,0.2,0.0,0.6000000000000001,0.0,0.0,6.5555555555555545,3.6,10.4,0.2,28.4,0.0,0.0,1.2,1.6,1.2,7.0,17.0,2.0,8.0,28.0,1.0,58.0,0.0,0
0.0,0.14285714285714202,0.0,0.14285714285714202,0.4285714285714281,0.0,0.28571428571428503,7.791666666666668,3.428571428571428,11.428571428571427,0.4285714285714281,38.57142857142857,0.0,0.0,3.714285714285714,1.4285714285714284,2.5714285714285707,10.0,18.0,3.0,10.0,16.0,1.0,81.0,0.0,0
0.18181818181818105,0.09090909090909,0.09090909090909,0.18181818181818105,0.0,0.09090909090909,0.09090909090909,7.529411764705883,1.545454545454545,6.545454545454546,0.27272727272727204,17.09090909090909,0.0,0.09090909090909,0.7272727272727271,0.27272727272727204,2.1818181818181808,8.0,15.0,1.0,7.0,12.0,1.0,46.0,1.0,1
0.0,0.25,0.375,0.125,1.0,0.0,0.0,8.23076923076923,3.25,5.0,0.375,35.0,0.0,0.0,1.25,0.125,3.5,16.0,28.0,2.0,9.0,12.0,2.0,114.0,0.0,0
0.0,0.0,0.16666666666666602,0.16666666666666602,0.33333333333333304,0.0,0.33333333333333304,8.857142857142858,2.333333333333333,10.0,0.33333333333333304,28.83333333333333,0.0,0.0,2.0,0.16666666666666602,2.666666666666666,6.0,16.0,2.0,5.0,16.0,1.0,53.0,0.0,1
0.0,0.5,0.33333333333333304,0.0,0.16666666666666602,0.0,0.0,9.461538461538463,2.166666666666666,6.666666666666668,0.16666666666666602,25.16666666666667,0.16666666666666602,0.0,2.0,0.5,2.0,7.0,21.0,1.0,4.0,12.0,1.0,52.0,0.0,1
0.583333333333333,0.16666666666666602,0.0,0.08333333333333301,0.16666666666666602,0.08333333333333301,0.0,5.684210526315789,4.75,6.166666666666668,0.16666666666666602,31.91666666666667,0.0,0.16666666666666602,1.0,0.75,5.166666666666667,9.0,21.0,2.0,11.0,12.0,1.0,62.0,2.0,1
0.0,0.0,0.4,0.0,0.0,0.0,0.0,6.846153846153847,2.6,3.6,0.0,22.6,0.0,0.0,2.8,1.4,0.0,9.0,11.0,1.0,6.0,6.0,0.0,57.0,0.0,1
0.7142857142857141,0.28571428571428503,0.4285714285714281,0.0,0.0,0.0,0.0,9.3,2.8571428571428568,5.7142857142857135,0.4285714285714281,35.285714285714285,0.0,0.0,2.0,0.8571428571428571,2.714285714285714,14.0,20.0,3.0,9.0,16.0,2.0,104.0,0.0,0
0.0,0.2,0.0,0.2,0.2,0.0,1.0,9.611111111111109,3.6,8.0,1.2,58.8,0.0,0.0,2.8,1.0,4.4,11.0,19.0,2.0,5.0,12.0,2.0,103.0,0.0,0
0.0,0.18181818181818105,0.27272727272727204,0.09090909090909,0.27272727272727204,0.0,0.18181818181818105,3.714285714285714,1.9090909090909087,10.090909090909092,0.36363636363636304,13.090909090909092,0.09090909090909,0.27272727272727204,0.5454545454545451,0.27272727272727204,1.8181818181818181,6.0,10.0,3.0,9.0,35.0,1.0,58.0,1.0,1
0.27272727272727204,0.0,0.0,0.0,0.09090909090909,0.454545454545454,0.0,7.466666666666668,1.363636363636363,6.7272727272727275,0.09090909090909,28.90909090909091,0.0,0.0,0.7272727272727271,0.09090909090909,4.727272727272727,8.0,22.0,2.0,11.0,8.0,1.0,57.0,0.0,1
0.15384615384615302,0.07692307692307601,0.15384615384615302,0.15384615384615302,0.0,0.15384615384615302,0.07692307692307601,9.05,1.538461538461538,6.153846153846153,0.30769230769230704,21.923076923076927,0.0,0.0,1.076923076923076,0.23076923076923,2.461538461538461,7.0,16.0,1.0,5.0,12.0,1.0,54.0,0.0,1
0.0,0.28571428571428503,0.28571428571428503,0.14285714285714202,0.0,0.0,0.14285714285714202,9.0,1.4285714285714284,6.0,0.28571428571428503,17.571428571428573,0.0,0.14285714285714202,1.1428571428571421,0.28571428571428503,1.4285714285714284,5.0,16.0,1.0,4.0,10.0,1.0,49.0,1.0,1
0.0,0.25,0.0,0.25,0.0,0.0,0.25,8.25,3.0,10.0,0.875,34.0,0.125,0.0,3.0,0.75,2.125,10.0,22.0,2.0,7.0,16.0,2.0,66.0,0.0,0
0.28571428571428503,0.4285714285714281,0.0,0.0,0.0,0.14285714285714202,0.0,5.606060606060606,4.714285714285714,9.0,0.0,36.714285714285715,0.0,0.0,0.0,0.7142857142857141,6.428571428571429,9.0,12.0,2.0,12.0,11.0,0.0,59.0,0.0,1
0.36363636363636304,0.0,0.09090909090909,0.09090909090909,0.27272727272727204,0.09090909090909,0.09090909090909,5.945945945945946,3.3636363636363633,5.8181818181818175,0.18181818181818105,26.363636363636363,0.0,0.27272727272727204,1.636363636363636,0.5454545454545451,3.0909090909090913,10.0,15.0,2.0,16.0,12.0,1.0,62.0,2.0,1
0.0,0.0,0.0,0.2,0.4,0.0,0.2,4.384615384615385,1.3,5.7,0.6000000000000001,18.3,0.0,0.30000000000000004,1.2,0.0,2.7,9.0,11.0,1.0,6.0,12.0,1.0,73.0,1.0,0
0.5714285714285711,0.14285714285714202,0.0,0.28571428571428503,0.0,0.0,0.0,6.391304347826088,3.2857142857142856,8.857142857142858,0.4285714285714281,31.857142857142854,0.0,0.5714285714285711,2.5714285714285707,1.4285714285714284,1.1428571428571421,7.0,15.0,2.0,6.0,16.0,1.0,56.0,4.0,0
0.0,0.16666666666666602,0.0,0.16666666666666602,0.0,0.0,0.16666666666666602,8.25,2.0,7.333333333333332,0.33333333333333304,27.33333333333333,0.0,0.0,1.666666666666666,0.33333333333333304,2.333333333333333,7.0,13.0,2.0,3.0,12.0,1.0,47.0,0.0,1
0.0,0.09090909090909,0.36363636363636304,0.09090909090909,0.0,0.0,0.0,9.857142857142858,0.6363636363636359,6.909090909090909,0.454545454545454,13.363636363636365,0.0,0.0,0.5454545454545451,0.0,1.181818181818181,6.0,16.0,1.0,2.0,16.0,1.0,25.0,0.0,1
0.0,0.222222222222222,0.222222222222222,0.33333333333333304,0.222222222222222,0.0,0.444444444444444,8.64,2.777777777777777,8.888888888888891,0.444444444444444,33.666666666666664,0.0,0.0,2.222222222222222,0.777777777777777,3.333333333333333,14.0,17.0,2.0,8.0,16.0,1.0,77.0,0.0,1
0.0,0.14285714285714202,0.0,0.14285714285714202,1.2857142857142851,0.0,0.14285714285714202,7.863636363636362,3.1428571428571432,3.0,0.5714285714285711,39.285714285714285,0.0,0.7142857142857141,2.5714285714285707,0.4285714285714281,4.714285714285714,8.0,26.0,1.0,5.0,6.0,1.0,84.0,2.0,0
0.454545454545454,0.27272727272727204,0.09090909090909,0.0,0.0,0.09090909090909,0.36363636363636304,7.869565217391305,2.090909090909091,5.8181818181818175,0.27272727272727204,21.181818181818183,0.0,0.0,0.5454545454545451,0.09090909090909,2.1818181818181808,6.0,20.0,2.0,7.0,12.0,1.0,59.0,0.0,1
0.08333333333333301,0.08333333333333301,0.0,0.16666666666666602,0.0,0.0,0.08333333333333301,9.0,2.0,17.333333333333332,0.75,28.75,0.16666666666666602,0.0,2.0,0.5,2.75,9.0,19.0,1.0,4.0,28.0,2.0,57.0,0.0,0
0.0,0.4285714285714281,0.4285714285714281,0.14285714285714202,0.0,0.0,0.14285714285714202,2.727272727272727,1.5714285714285712,5.7142857142857135,0.14285714285714202,7.571428571428571,0.0,0.0,0.8571428571428571,0.28571428571428503,1.714285714285714,3.0,8.0,1.0,4.0,12.0,1.0,19.0,0.0,1
0.0,0.25,0.25,0.0,0.0,0.0,0.0,13.9,2.5,6.0,0.0,39.75,0.0,0.0,2.0,1.0,0.75,11.0,21.0,1.0,4.0,8.0,0.0,75.0,0.0,1
0.6000000000000001,0.30000000000000004,0.1,0.0,0.0,0.1,0.4,6.5,2.2,5.2,0.2,20.0,0.0,0.0,0.8,0.4,2.2,7.0,20.0,2.0,6.0,8.0,1.0,40.0,0.0,1
0.0,0.111111111111111,0.111111111111111,0.0,0.555555555555555,0.0,0.0,9.0,2.222222222222222,8.444444444444445,0.222222222222222,32.77777777777778,0.0,0.111111111111111,1.7777777777777768,0.555555555555555,2.0,9.0,15.0,2.0,6.0,16.0,1.0,85.0,1.0,0
0.0,0.75,0.0,0.0,0.0,0.0,0.25,6.5555555555555545,4.5,13.0,0.25,38.75,0.25,0.25,3.0,1.0,2.75,9.0,22.0,3.0,6.0,16.0,1.0,64.0,1.0,0
0.0,0.16666666666666602,0.25,0.08333333333333301,0.0,0.0,0.5,7.586206896551723,2.416666666666666,9.333333333333334,0.25,24.0,0.0,0.0,1.0,0.833333333333333,2.25,8.0,12.0,3.0,7.0,16.0,1.0,58.0,0.0,0
0.375,0.125,0.0,0.25,0.125,0.0,0.875,7.96551724137931,3.625,12.5,0.625,47.25,0.125,0.125,3.25,1.125,4.5,13.0,36.0,2.0,6.0,20.0,1.0,85.0,1.0,0
